year,ICPSR_State_Code,order,state,,vep_highest_office_rate,vep_total_ballots_turnoutRate,vap_turnout_rate,turnout_rate,winner,,voting_age_pop,percent_non_citizen,prison_pop,probation_pop,parole_pop,ineligible_felons_total,overseas_eligible_pop,voting_eligible_pop,highest_office_voters,total_turnout
1984,32,17,Kansas,KS,58.40%,,0.57,57.4,R,,"1,779,487",1.30%,"4,244",0,0,"4,244",,"1,751,223","1,021,991",
1984,51,18,Kentucky,KY,51.80%,,0.51,51.2,R,,"2,672,424",0.50%,"4,820","15,004","3,567","15,889",,"2,643,027","1,369,345",
1984,45,19,Louisiana,LA,56.50%,,0.56,55.6,R,,"3,072,074",1.30%,"13,659",0,0,"13,659",,"3,019,930","1,706,822",
1984,2,20,Maine,ME,65.80%,,0.65,64.9,R,,"852,022",1.40%,0,0,0,0,,"840,251","553,144",
1984,52,21,Maryland,MD,53.80%,54.50%,0.51,51.1,R,,"3,278,321",3.40%,"13,124","64,827","7,046","52,584",,"3,113,967","1,675,873","1,695,924"
1984,3,22,Massachusetts,MA,59.90%,60.70%,0.57,57,R,,"4,486,676",4.80%,0,0,0,0,,"4,273,437","2,559,453","2,595,054"
1984,23,23,Michigan,MI,59.30%,60.60%,0.58,58,R,,"6,550,877",2.00%,"14,604",0,0,"14,604",,"6,407,156","3,801,658","3,884,854"
1984,33,24,Minnesota,MN,69.90%,70.90%,0.69,68.6,D,,"3,039,490",1.30%,"2,167","31,440","1,418","19,305",,"2,982,015","2,084,449","2,115,317"
1984,46,25,Mississippi,MS,53.30%,,0.53,52.7,R,,"1,787,243",0.50%,"6,115","6,570","3,108","12,508",,"1,766,654","941,104",
1984,34,26,Missouri,MO,58.70%,,0.58,57.8,R,,"3,671,506",0.80%,"8,770","23,574","4,366","24,923",,"3,617,948","2,122,783",
1984,64,27,Montana,MT,66.40%,68.20%,0.66,65.8,R,,"584,162",0.70%,964,0,0,964,,"578,925","384,377","395,006"
1984,35,28,Nebraska,NE,57.50%,59.10%,0.57,56.6,R,,"1,152,310",0.90%,"1,665","10,763",361,"7,408",,"1,135,012","652,090","670,781"
1984,65,29,Nevada,NV,43.60%,44.80%,0.41,41.1,R,,"697,185",4.70%,"3,488","5,226","1,187","7,288",,"656,862","286,667","294,413"
1984,4,30,New Hampshire,NH,54.10%,56.60%,0.53,53.1,R,,"732,480",1.80%,581,0,0,581,,"718,967","388,904","406,608"
1984,12,31,New Jersey,NJ,60.50%,60.50%,0.57,56.5,R,,"5,699,440",5.90%,"10,363","44,208","12,206","44,673",,"5,318,696","3,217,862","3,215,941"
1984,66,32,New Mexico,NM,53.80%,54.60%,0.52,51.9,R,,"990,632",2.90%,"2,129","3,926","1,194","5,286",,"956,246","514,370","522,328"
1984,13,33,New York,NY,55.60%,57.20%,0.51,50.9,R,,"13,373,558",8.10%,"33,109",0,"24,212","57,321",,"12,232,120","6,806,810","7,000,828"
1984,47,34,North Carolina,NC,48.20%,,0.47,47.3,R,,"4,598,151",0.90%,"16,371","52,600","3,892","46,563",,"4,512,013","2,175,361",
1984,36,35,North Dakota,ND,64.00%,67.20%,0.64,63.5,R,,"486,449",0.70%,432,0,0,432,,"482,655","308,971","324,179"
1984,24,36,Ohio,OH,58.80%,60.30%,0.58,58,R,,"7,836,806",1.10%,"18,619",0,0,"18,619",,"7,732,456","4,547,619","4,664,223"
1984,53,37,Oklahoma,OK,54.00%,55.50%,0.53,52.9,R,,"2,373,014",1.20%,"7,872","18,809","1,880","19,157",,"2,324,445","1,255,676","1,290,555"
1984,72,38,Oregon,OR,64.30%,66.40%,0.63,62.5,R,,"1,962,501",2.60%,"4,224",0,0,"4,224",,"1,906,880","1,226,527","1,265,824"
1984,14,39,Pennsylvania,PA,55.10%,,0.54,54.3,R,,"8,918,353",1.30%,"13,090",0,0,"13,090",,"8,790,815","4,844,903",
1984,5,40,Rhode Island,RI,58.80%,60.60%,0.56,55.5,R,,"739,064",4.90%,"1,221","7,147",394,"5,189",,"697,537","410,492","422,851"
1984,48,41,South Carolina,SC,41.60%,43.70%,0.41,40.9,R,,"2,368,236",0.70%,"9,892","17,043","3,441","21,855",,"2,329,080","968,529","1,018,701"
1984,37,42,South Dakota,SD,64.30%,,0.64,63.8,R,,"497,849",0.50%,921,0,0,921,,"494,651","317,867",
1984,54,43,Tennessee,TN,50.10%,,0.49,49.4,R,,"3,463,234",0.60%,"7,307","23,598","6,524","25,630",,"3,415,760","1,711,994",
1984,49,44,Texas,TX,51.00%,,0.47,47.4,R,,"11,397,758",5.40%,"36,682","235,568","40,783","195,249",,"10,582,774","5,397,571",
1984,67,45,Utah,UT,63.00%,64.30%,0.62,61.6,R,,"1,022,083",2.30%,0,0,0,0,,"998,820","629,656","641,846"
1984,6,46,Vermont,VT,61.50%,61.60%,0.61,60.5,R,,"387,620",1.60%,0,0,0,0,,"381,479","234,561","235,140"
1984,40,47,Virginia,VA,52.40%,,0.51,50.7,R,,"4,234,017",2.60%,"10,839","16,690","5,986","25,170",,"4,100,160","2,146,635",
1984,73,48,Washington,WA,61.30%,62.90%,0.59,58.6,R,,"3,213,263",3.40%,"6,821","39,181","5,253","31,665",,"3,072,714","1,883,910","1,931,546"
1984,56,49,West Virginia,WV,52.90%,,0.53,52.5,R,,"1,401,733",0.40%,"1,579","3,597",724,"4,102",,"1,391,427","735,742",
1984,25,50,Wisconsin,WI,64.90%,,0.64,63.8,R,,"3,468,053",1.10%,"4,974","22,426","3,853","20,040",,"3,409,202","2,211,689",
1984,68,51,Wyoming,WY,55.80%,57.90%,0.55,54.9,R,,"343,957",1.00%,724,"1,708",352,"1,930",,"338,733","188,968","196,153"
1982,0,0,United States (Excl. Louisiana),USA,42.10%,0.00%,0.41,40.7,,,"166,027,633",4.00%,"399,102","789,951","165,559","959,637","1,981,895","160,466,919","67,615,576",
1982,41,1,Alabama,AL,40.60%,,0.4,40.1,,,"2,813,033",0.50%,"9,233","14,229","2,266","18,614",,"2,780,689","1,128,725",
1982,81,2,Alaska,AK,63.40%,64.90%,0.62,61.5,,,"316,787",2.20%,"1,322","1,816",101,"2,331",,"307,558","194,885","199,458"
1982,61,3,Arizona,AZ,36.00%,36.80%,0.34,34.4,,,"2,112,246",3.80%,"6,069","14,949","1,527","15,071",,"2,017,098","726,364","742,923"
1982,42,4,Arkansas,AR,48.10%,,0.48,47.6,,,"1,656,707",0.50%,"3,922","3,384","3,061","8,675",,"1,639,482","789,351",
1982,71,5,California,CA,48.70%,49.90%,0.43,42.7,,,"18,448,245",12.10%,"34,640",0,"18,913","53,553",,"16,161,555","7,876,698","8,064,314"
1982,62,6,Colorado,CO,43.50%,47.30%,0.43,42.5,,,"2,248,839",2.10%,"3,042",0,"1,202","4,244",,"2,196,263","956,021","1,037,774"
1982,1,7,Connecticut,CT,48.10%,49.40%,0.46,45.7,,,"2,369,975",4.00%,"5,156","33,061","1,311","22,998",,"2,253,328","1,084,156","1,112,428"
1982,11,8,Delaware,DC,44.40%,45.50%,0.43,43.3,,,"441,374",1.40%,"2,068","4,626",621,"5,002",,"430,257","190,960","195,726"
1982,55,9,District of Columbia,DE,25.00%,,0.24,23.5,,,"500,492",5.10%,"4,081",0,0,"4,081",,"470,719","117,623",
1982,43,10,Florida,FL,35.50%,,0.33,33,,,"8,139,171",6.30%,"27,830","57,074","5,974","62,341",,"7,565,499","2,688,566",
1982,44,11,Georgia,GA,29.60%,,0.29,28.9,,,"4,047,788",1.10%,"14,405","78,097","4,897","58,351",,"3,945,107","1,169,041",
1982,82,12,Hawaii,HI,46.50%,48.50%,0.43,43.1,,,"724,189",7.10%,"1,461",0,0,"1,461",,"671,172","311,853","325,459"
1982,63,13,Idaho,ID,50.20%,51.10%,0.49,49.3,,,"662,251",1.60%,"1,044",0,0,"1,044",,"650,534","326,522","332,237"
1982,21,14,Illinois,IL,46.50%,48.80%,0.44,44.3,,,"8,284,606",4.40%,"14,293",0,0,"14,293",,"7,908,220","3,673,681","3,856,875"
1982,22,15,Indiana,IN,46.80%,47.30%,0.46,46.3,,,"3,921,907",0.90%,"8,790",0,0,"8,790",,"3,879,314","1,817,287","1,834,225"
1982,31,16,Iowa,IA,50.20%,50.80%,0.5,49.6,,,"2,094,031",0.80%,"2,829","10,625","1,050","9,192",,"2,068,844","1,038,229","1,050,495"
1982,32,17,Kansas,KS,44.00%,,0.43,43.3,,,"1,761,238",1.20%,"3,078",0,0,"3,078",,"1,736,298","763,263",
1982,51,18,Kentucky,KY,26.80%,,0.27,26.5,,,"2,642,810",0.50%,"4,031","14,516","3,430","14,719",,"2,615,445","700,322",
1982,45,19,Louisiana,LA,,,,0,,,"3,029,834",1.20%,"10,930",0,0,"10,930",,"2,982,702",,
1982,2,20,Maine,ME,56.30%,,0.56,55.5,,,"828,907",1.30%,0,0,0,0,,"817,814","460,295",
1982,52,21,Maryland,MD,37.50%,39.20%,0.36,35.9,,,"3,174,995",3.00%,"11,617","52,603","6,024","43,943",,"3,034,834","1,139,149","1,190,011"
1982,3,22,Massachusetts,MA,49.00%,50.30%,0.47,46.9,,,"4,375,262",4.40%,0,0,0,0,,"4,184,146","2,050,769","2,103,780"
1982,23,23,Michigan,MI,47.80%,49.30%,0.47,46.8,,,"6,498,711",1.90%,"14,913",0,0,"14,913",,"6,357,552","3,040,008","3,135,928"
1982,33,24,Minnesota,MN,61.30%,62.30%,0.6,60.3,,,"2,993,256",1.10%,"2,081","24,320","1,479","15,720",,"2,943,169","1,804,675","1,834,737"
1982,46,25,Mississippi,MS,37.00%,,0.37,36.6,,,"1,762,406",0.40%,"5,484","6,304","2,914","11,550",,"1,743,267","645,026",
1982,34,26,Missouri,MO,43.30%,,0.43,42.7,,,"3,615,526",0.70%,"7,445","21,637","2,556","20,820",,"3,567,803","1,543,521",
1982,64,27,Montana,MT,56.40%,57.60%,0.56,55.9,,,"574,592",0.70%,914,0,0,914,,"569,629","321,062","328,082"
1982,35,28,Nebraska,NE,48.50%,49.60%,0.48,47.8,,,"1,145,316",0.80%,"1,739","9,964",309,"7,030",,"1,128,918","547,902","559,422"
1982,65,29,Nevada,NV,38.70%,39.10%,0.37,36.7,,,"655,823",4.40%,"2,753","4,733","1,065","6,185",,"621,060","240,394","242,578"
1982,4,30,New Hampshire,NH,41.20%,42.10%,0.41,40.5,,,"698,424",1.70%,445,0,0,445,,"686,264","282,588","289,057"
1982,12,31,New Jersey,NJ,42.00%,43.80%,0.39,39.4,,,"5,563,627",5.40%,"8,191","38,186","10,514","37,798",,"5,224,732","2,193,945","2,286,925"
1982,66,32,New Mexico,NM,44.30%,45.50%,0.43,42.9,,,"949,133",2.60%,"1,718","3,854","1,206","4,851",,"919,311","407,466","417,945"
1982,13,33,New York,NY,43.40%,44.90%,0.4,40,,,"13,150,573",7.50%,"27,945",0,"21,062","49,007",,"12,118,685","5,254,891","5,437,367"
1982,47,34,North Carolina,NC,30.40%,,0.3,29.8,,,"4,427,095",0.80%,"16,569","44,274","6,910","45,616",,"4,347,870","1,321,080",
1982,36,35,North Dakota,ND,55.00%,57.20%,0.55,54.6,,,"480,367",0.70%,322,0,0,322,,"476,851","262,465","272,876"
1982,24,36,Ohio,OH,44.10%,46.20%,0.44,43.6,,,"7,793,022",1.10%,"17,317",0,0,"17,317",,"7,692,059","3,395,463","3,551,995"
1982,53,37,Oklahoma,OK,38.40%,39.10%,0.38,37.6,,,"2,346,265",1.20%,"6,500","14,749","1,858","15,733",,"2,302,670","883,130","901,488"
1982,72,38,Oregon,OR,55.00%,56.10%,0.54,53.5,,,"1,946,116",2.40%,"3,900",0,0,"3,900",,"1,895,706","1,042,009","1,063,913"
1982,14,39,Pennsylvania,PA,42.10%,,0.42,41.5,,,"8,869,173",1.20%,"10,508",0,0,"10,508",,"8,749,931","3,683,985",
1982,5,40,Rhode Island,RI,50.00%,54.20%,0.47,47.4,,,"723,060",4.60%,"1,037","6,501",327,"4,615",,"684,977","342,779","370,928"
1982,48,41,South Carolina,SC,29.70%,30.40%,0.29,29.2,,,"2,297,223",0.70%,"9,137","16,981","3,175","20,803",,"2,260,577","671,625","688,300"
1982,37,42,South Dakota,SD,56.90%,,0.57,56.6,,,"492,367",0.40%,791,0,0,791,,"489,474","278,562",
1982,54,43,Tennessee,TN,37.50%,,0.37,37.1,,,"3,393,233",0.60%,"7,869","10,101","3,303","16,223",,"3,357,236","1,259,785",
1982,49,44,Texas,TX,31.20%,,0.29,29.2,,,"10,910,762",4.90%,"36,149","177,270","26,274","151,058",,"10,228,820","3,191,091",
1982,67,45,Utah,UT,55.10%,55.80%,0.54,53.9,,,"984,073",2.20%,0,0,0,0,,"962,724","530,802","537,207"
1982,6,46,Vermont,VT,45.40%,46.10%,0.45,44.6,,,"379,067",1.60%,0,0,0,0,,"372,982","169,251","172,084"
1982,40,47,Virginia,VA,35.70%,,0.35,34.7,,,"4,076,585",2.30%,"10,079","14,813","6,487","23,973",,"3,960,296","1,415,622",
1982,73,48,Washington,WA,45.60%,46.80%,0.44,43.6,,,"3,138,109",3.10%,"6,264","60,142","3,047","39,382",,"2,999,997","1,368,476","1,404,831"
1982,56,49,West Virginia,WV,40.40%,,0.4,40.1,,,"1,409,116",0.40%,"1,547","2,711",610,"3,513",,"1,399,303","565,314",
1982,25,50,Wisconsin,WI,46.90%,,0.46,46.1,,,"3,426,394",1.00%,"4,714","19,603","3,125","17,641",,"3,372,875","1,580,344",
1982,68,51,Wyoming,WY,49.00%,50.00%,0.48,48.3,,,"349,060",0.90%,702,"1,303",244,"1,598",,"344,218","168,555","172,065"
1980,0,0,United States,USA,54.20%,0.00%,0.53,52.6,,,"164,445,475",3.50%,"324,410","618,471","168,331","801,977","1,803,021","159,635,102","86,515,221",
1980,41,1,Alabama,AL,49.20%,,0.49,48.7,R,,"2,753,078",0.40%,"6,543","10,985","2,547","14,583",,"2,726,249","1,341,929",
1980,81,2,Alaska,AK,58.70%,60.20%,0.57,57.1,R,,"277,261",2.00%,822,"1,181",93,"1,506",,"270,122","158,445","162,653"
1980,61,3,Arizona,AZ,46.20%,47.50%,0.44,44.4,R,,"1,968,947",3.40%,"4,372","12,584","1,093","11,757",,"1,890,167","873,945","898,183"
1980,42,4,Arkansas,AR,52.00%,,0.52,51.5,R,,"1,624,917",0.50%,"2,911","2,400","2,855","6,966",,"1,610,104","837,582",
1980,71,5,California,CA,55.00%,56.20%,0.49,48.9,R,,"17,551,451",10.80%,"24,569",0,"15,253","39,822",,"15,610,966","8,587,063","8,775,459"
1980,62,6,Colorado,CO,57.20%,59.10%,0.56,55.9,R,,"2,118,092",2.00%,"2,629",0,927,"3,556",,"2,071,959","1,184,415","1,225,549"
1980,1,7,Connecticut,CT,63.90%,64.70%,0.61,61,R,,"2,305,904",3.80%,"4,308","22,981","1,932","17,731",,"2,201,356","1,406,285","1,423,403"
1980,11,8,Delaware,DC,56.00%,56.80%,0.55,54.7,R,,"430,879",1.30%,"1,474","3,762",619,"3,974",,"421,344","235,900","239,136"
1980,55,9,District of Columbia,DE,37.20%,37.90%,0.35,35.3,D,,"496,230",4.50%,"3,145",0,0,"3,145",,"470,956","175,237","178,434"
1980,43,10,Florida,FL,52.00%,,0.49,48.7,R,,"7,575,002",5.80%,"20,735","38,906","8,823","49,011",,"7,088,658","3,686,930",
1980,44,11,Georgia,GA,42.10%,,0.41,41.3,D,,"3,870,251",0.90%,"12,178","58,450","3,169","44,572",,"3,791,652","1,596,695",
1980,82,12,Hawaii,HI,46.90%,49.20%,0.44,43.6,D,,"695,906",6.90%,985,0,0,985,,"646,583","303,287","318,026"
1980,63,13,Idaho,ID,69.00%,70.40%,0.68,67.9,R,,"644,004",1.50%,817,0,0,817,,"633,624","437,431","446,045"
1980,21,14,Illinois,IL,60.40%,61.90%,0.58,57.8,R,,"8,216,218",4.10%,"11,899",0,0,"11,899",,"7,868,300","4,749,721","4,868,890"
1980,22,15,Indiana,IN,58.30%,59.20%,0.58,57.7,R,,"3,885,473",0.80%,"6,683",0,0,"6,683",,"3,846,321","2,242,033","2,275,433"
1980,31,16,Iowa,IA,63.60%,63.50%,0.63,62.9,R,,"2,093,321",0.70%,"2,481","8,815",639,"7,528",,"2,070,935","1,317,661","1,314,258"
1980,32,17,Kansas,KS,57.50%,,0.57,56.8,R,,"1,726,471",1.10%,"2,494",0,0,"2,494",,"1,704,420","979,795",
1980,51,18,Kentucky,KY,50.50%,,0.5,49.9,R,,"2,592,185",0.50%,"3,588","12,400","8,120","17,908",,"2,562,572","1,294,627",
1980,45,19,Louisiana,LA,54.00%,,0.53,53.2,R,,"2,910,776",1.10%,"8,889",0,0,"8,889",,"2,868,792","1,548,591",
1980,2,20,Maine,ME,65.40%,,0.65,64.6,R,,"810,240",1.30%,0,0,0,0,,"799,746","523,011",
1980,52,21,Maryland,MD,52.00%,52.50%,0.5,50,D,,"3,081,409",2.70%,"7,731","41,661","6,436","34,998",,"2,964,704","1,540,496","1,557,709"
1980,3,22,Massachusetts,MA,61.40%,62.40%,0.59,59,R,,"4,281,265",4.00%,0,0,0,0,,"4,110,721","2,524,298","2,566,807"
1980,23,23,Michigan,MI,61.30%,62.40%,0.6,60,R,,"6,514,790",1.90%,"15,124",0,0,"15,124",,"6,374,955","3,909,725","3,978,647"
1980,33,24,Minnesota,MN,71.20%,72.10%,0.7,70,D,,"2,929,927",1.00%,"2,001","27,000","1,534","17,035",,"2,882,406","2,051,980","2,079,451"
1980,46,25,Mississippi,MS,52.40%,,0.52,51.9,R,,"1,719,825",0.40%,"3,902","4,864","2,292","8,626",,"1,704,163","892,620",
1980,34,26,Missouri,MO,59.50%,,0.59,58.8,R,,"3,571,609",0.70%,"5,726","17,400","2,395","16,821",,"3,529,489","2,099,824",
1980,64,27,Montana,MT,65.60%,67.10%,0.65,65.1,R,,"559,165",0.70%,739,0,0,739,,"554,636","363,952","371,976"
1980,35,28,Nebraska,NE,57.50%,58.40%,0.57,56.7,R,,"1,129,653",0.80%,"1,446","7,980",292,"5,728",,"1,115,142","640,854","651,281"
1980,65,29,Nevada,NV,43.30%,51.90%,0.41,41.1,R,,"602,463",4.00%,"1,839","4,989","1,052","5,386",,"573,118","247,885","297,318"
1980,4,30,New Hampshire,NH,58.10%,60.90%,0.57,57.2,R,,"671,558",1.60%,326,0,0,326,,"660,560","383,990","402,415"
1980,12,31,New Jersey,NJ,58.10%,58.50%,0.55,54.9,R,,"5,420,255",4.90%,"5,884","29,239","8,911","29,415",,"5,123,773","2,975,684","2,999,879"
1980,66,32,New Mexico,NM,52.30%,53.20%,0.51,50.9,R,,"897,946",2.30%,"1,279","2,794",884,"3,560",,"873,515","456,971","464,848"
1980,13,33,New York,NY,51.70%,53.00%,0.48,48,R,,"12,932,357",6.80%,"21,815",0,"19,652","41,467",,"12,006,100","6,201,959","6,359,218"
1980,47,34,North Carolina,NC,44.10%,,0.43,43.4,R,,"4,272,156",0.70%,"15,513","36,467","6,496","40,243",,"4,203,817","1,855,833",
1980,36,35,North Dakota,ND,65.20%,68.00%,0.65,64.8,R,,"465,447",0.60%,253,0,0,253,,"462,223","301,545","314,525"
1980,24,36,Ohio,OH,56.10%,57.30%,0.55,55.4,R,,"7,732,705",1.10%,"13,489",0,0,"13,489",,"7,637,813","4,283,603","4,378,937"
1980,53,37,Oklahoma,OK,53.20%,54.20%,0.52,52.2,R,,"2,201,257",1.10%,"4,796","14,360","2,232","14,208",,"2,162,051","1,149,708","1,172,303"
1980,72,38,Oregon,OR,62.80%,64.30%,0.61,61.4,R,,"1,925,651",2.20%,"3,177",0,0,"3,177",,"1,880,863","1,181,516","1,209,691"
1980,14,39,Pennsylvania,PA,52.60%,,0.52,52,R,,"8,774,885",1.20%,"8,171",0,0,"8,171",,"8,664,166","4,561,501",
1980,5,40,Rhode Island,RI,61.60%,62.70%,0.59,58.6,D,,"709,692",4.30%,813,"5,501",257,"3,821",,"675,067","416,072","423,349"
1980,48,41,South Carolina,SC,41.10%,42.40%,0.4,40.4,R,,"2,212,354",0.60%,"7,862","20,589","3,124","21,281",,"2,176,721","894,071","922,397"
1980,37,42,South Dakota,SD,67.70%,,0.67,67.3,R,,"486,893",0.40%,635,0,0,635,,"484,328","327,703",
1980,54,43,Tennessee,TN,49.20%,,0.49,48.8,R,,"3,318,036",0.50%,"7,022","9,130","3,097","14,684",,"3,285,608","1,617,616",
1980,49,44,Texas,TX,47.40%,,0.45,44.9,R,,"10,120,613",4.30%,"29,892","131,996","17,235","113,125",,"9,572,904","4,541,636",
1980,67,45,Utah,UT,66.00%,66.60%,0.65,64.6,R,,"934,767",2.10%,0,0,0,0,,"915,484","604,222","609,691"
1980,6,46,Vermont,VT,58.70%,59.30%,0.58,57.8,R,,"369,147",1.60%,0,0,0,0,,"363,143","213,299","215,500"
1980,40,47,Virginia,VA,48.70%,,0.48,47.5,R,,"3,927,383",2.00%,"8,920","11,463","4,783","19,435",,"3,830,887","1,866,032",
1980,73,48,Washington,WA,59.60%,60.60%,0.57,57.4,R,,"3,037,193",2.90%,"4,399","12,527","14,669","25,332",,"2,923,670","1,742,394","1,772,904"
1980,56,49,West Virginia,WV,53.20%,53.50%,0.53,52.8,D,,"1,396,595",0.50%,"1,257","2,650",475,"3,057",,"1,387,231","737,715","742,150"
1980,25,50,Wisconsin,WI,68.40%,,0.67,67.4,R,,"3,371,087",1.00%,"3,980","19,088","2,639","16,163",,"3,322,053","2,273,221",
1980,68,51,Wyoming,WY,54.10%,55.40%,0.53,53.4,R,,"330,784",0.90%,534,940,154,"1,158",,"326,644","176,713","181,004"
